Title,Journal,Publication Date,PubMed ID,Abstract
Expression of alpha-Synuclein in the mouse retina is confined to inhibitory presynaptic elements.,The Journal of comparative neurology,2023 Mar 31,37002599,"alpha-Synuclein (alpha-Syn) is enriched in presynaptic terminals of the central nervous system including the retina and plays a role in the synaptic vesicle cycle and synaptic transmission. Abnormal aggregation of alpha-Syn is considered to be the main component of the Lewy bodies that are the pathological hallmarks of Parkinson's disease. Although expression pattern of alpha-Syn has been described in the retinas, its precise cellular and subcellular locations are poorly understood. We investigated the precise expression of alpha-Syn using light microscopy (LM) and electron microscopy (EM) with antibodies against alpha-Syn in the mouse retina. We found that the majority of alpha-Syn immunoreactivity (IR) is located in GABAergic, glycinergic, and dopaminergic amacrine cells, and their processes often make a direct synapse to other labeled or unlabeled amacrine profiles, bipolar cell terminals, or ganglion cell dendrites. Further, our LM and immuno-EM results confirm the absence of alpha-Syn in excitatory photoreceptors, bipolar cell bodies, and their ribbon synapses, providing evidence, for the first time, that ribbon synapses do not express alpha-Syn. Additionally, alpha-Syn IR is located in the ganglion cells, some of which are intrinsically photosensitive retinal ganglion cells. These results reveal a previously unappreciated inhibitory synapse-specific expression pattern of alpha-Syn in the retina, suggesting that alpha-Syn may play a distinct role in the modulation and integration of inhibitory synaptic transmission in the retina."
Distribution and determinants of choroidal vascularity index in healthy eyes from deep-learning choroidal analysis: a population-based SS-OCT study.,The British journal of ophthalmology,2023 Mar 31,37001972,"AIMS: To quantify the profiles of choroidal vascularity index (CVI) using fully artificial intelligence (AI)-based algorithm applied to swept-source optical coherence tomography (SS-OCT) images and evaluate the determinants of CVI in a population-based study. METHODS: This cross-sectional study included adults aged >/=35 years residing in the Yuexiu District of Guangzhou, China, a follow-up population-based study. All participants (n=646) underwent comprehensive ophthalmic examinations, including SS-OCT for quantifying choroidal parameters. The CVI and subfoveal choroidal thickness (SFCT) were measured by a novel AI-based system. RESULTS: A total of 556 participants were included, with a mean age of 56.4+/-9.9 years and 44.96% women. The average CVI and SFCT of the overall population were 69.7% (95% CI 69.2 to 70.3) and 263.0 microm (95% CI 257.2 to 268.8), respectively. After adjusting for other factors, older age and longer AL were significantly associated with a lower CVI. The CVI decreased by -0.13% (-0.19 to -0.06, p<0.001) with each 1-year increase in age, -2.10% (-3.29 to -0.92, p=0.001) with each 1 mm increase in AL. Furthermore, significantly positive correlation between CVI and SFCT has been observed, with coefficient of 0.059 (0.052 to 0.065, p<0.001). CONCLUSION: Using new AI-based choroidal segmentation software, we provided a fast, reliable and objective CVI profile for large-scale samples. Older age and longer AL were independent correlates of choroidal thinning and CVI decline. These factors should be considered when interpreting SS-OCT-based choroidal measurements."
"Reply to Comment on ""Choriocapillaris flow deficit as a biomarker for diabetic retinopathy and diabetic macular edema: 3-year longitudinal cohort"".",American journal of ophthalmology,2023 Mar 29,37001788,N/A
The impact of non-coding RNAs in the pathobiology of eye disorders.,International journal of biological macromolecules,2023 Mar 29,37001772,"Eye disorders are common disorders with significant effects on personal, economic, and social aspects of life. These disorders have a genetic background and are associated with dysregulation of non-coding RNAs. Three classes of these transcripts, namely long non-coding RNAs (lncRNAs), circular RNAs (circRNAs) and microRNAs (miRNAs) have established roles in the regulation of gene expression and pathoetiology of ocular disorders. H19, MEG3, BANCR, UCA1, HOTAIR, ANRIL, XIST and MIAT are among important lncRNAs in ocular disorders. CircRNAs from ZBTB44, HIPK3, circ-PSEN1, COL1A2, ZNF532 and FAM158A loci have also been found to affect pathoetiology of ocular disorders. Both lncRNAs and circRNAs can serve as molecular sponges for miRNAs. In this review, we searched PubMed and Google Scholar databases to find the research articles summarizing the impact of non-coding RNAs in ocular disorders. The results of these studies would help in identification of suitable targets for treatment of ocular disorders."
In-depth molecular profiling of an intronic GNAO1 mutant as the basis for personalized high-throughput drug screening.,"Med (New York, N.Y.)",2023 Mar 22,37001522,"BACKGROUND: The GNAO1 gene, encoding the major neuronal G protein Galphao, is mutated in a subset of pediatric encephalopathies. Most such mutations consist of missense variants. METHODS: In this study, we present a precision medicine workflow combining next-generation sequencing (NGS) diagnostics, molecular etiology analysis, and personalized drug discovery. FINDINGS: We describe a patient carrying a de novo intronic mutation (NM_020988.3:c.724-8G>A), leading to epilepsy-negative encephalopathy with motor dysfunction from the second decade. Our data show that this mutation creates a novel splice acceptor site that in turn causes an in-frame insertion of two amino acid residues, Pro-Gln, within the regulatory switch III region of Galphao. This insertion misconfigures the switch III loop and creates novel interactions with the catalytic switch II region, resulting in increased GTP uptake, defective GTP hydrolysis, and aberrant interactions with effector proteins. In contrast, intracellular localization, Gbetagamma interactions, and G protein-coupled receptor (GPCR) coupling of the Galphao[insPQ] mutant protein remain unchanged. CONCLUSIONS: This in-depth analysis characterizes the heterozygous c.724-8G>A mutation as partially dominant negative, providing clues to the molecular etiology of this specific pathology. Further, this analysis allows us to establish and validate a high-throughput screening platform aiming at identifying molecules that could correct the aberrant biochemical functions of the mutant Galphao. FUNDING: This work was supported by the Joint Seed Money Funding scheme between the University of Geneva and the Hebrew University of Jerusalem."
Long-Term Clinical Outcomes of Keratolimbal Allograft Alone or in Combination With Keratoplasty in Chronic and Delayed-Onset Mustard Gas Keratopathy.,Cornea,2023 May 1,37000700,"PURPOSE: The purpose of this study was to investigate the long-term clinical outcome of keratolimbal allograft (KLAL) alone or in combination with keratoplasty, in the management of patients with chronic and delayed-onset mustard gas keratopathy (MGK). METHODS: Patients who had KLAL for MGK with or without corneal transplantation between 2002 and 2016 were recalled to be enrolled in this retrospective interventional case series. The primary outcome was the success rate of the KLAL demonstrated by Kaplan-Meier cumulative survival analysis. The secondary outcomes were postoperative BCVA and the need for further surgery. RESULTS: A total of 108 eyes of 68 patients with MGK underwent KLAL. All patients were male with an average age of 54 +/- 6 years with an average follow-up duration of 81.9 +/- 38.4 months. Sectoral KLAL alone was performed in 62 eyes (57.4%), combined with lamellar keratoplasty (LKP) in 40 eyes (37%) and combined with penetrating keratoplasty in 6 eyes (5.6%). The cumulative probability of success was 75% within the follow-up duration. The mean duration of successful KLAL survival was 80.6 +/- 38 months. 88.1% of these eyes needed only 1 operation to stabilize the ocular surface. Average BCVA did not improve significantly after KLAL alone, except in those accompanied by keratoplasty. KLAL combined with LKP achieved the superior clinical outcome compared with KLAL alone. Infectious keratitis occurred in 6 eyes (5.5%). No adverse event due to postoperative systemic immunosuppression was observed. CONCLUSIONS: KLAL alone or combined with LKP is effective, durable, and visually acceptable in the reconstruction of ocular surface in patients with limbal stem cell deficiency secondary to MGK."
Potential Protective Function of Adiponectin in Diabetic Retinopathy.,Ophthalmology and therapy,2023 Mar 31,37000404,"Adiponectin, one of the most ubiquitous adipokines found in the blood, plays a major role in glucolipid metabolism and energy metabolism and regulation. In recent years, a growing body of research indicates that adiponectin also plays a significant role in diabetic retinopathy. In the present review, we specifically address the protective effects of adiponectin on the development and progression of diabetic retinopathy through improvement in insulin resistance, alleviation of oxidative stress, limiting of inflammation, and prevention of vascular remodeling, with the aim to explore new potential approaches and targets for the prevention and treatment of diabetic retinopathy."
"Sustained release of tumor cell lysate and CpG from an injectable, cytotoxic hydrogel for melanoma immunotherapy.",Nanoscale advances,2023 Mar 28,36998647,"Many basic research studies have shown the potential of autologous cancer vaccines in the treatment of melanoma. However, some clinical trials showed that simplex whole tumor cell vaccines can only elicit weak CD8(+) T cell-mediated antitumor responses which were not enough for effective tumor elimination. So efficient cancer vaccine delivery strategies with improved immunogenicity are needed. Herein, we described a novel hybrid vaccine ""MCL"" (Melittin-RADA(32)-CpG-Lysate) which was composed of melittin, RADA(32), CpG and tumor lysate. In this hybrid vaccine, antitumor peptide melittin and self-assembling fusion peptide RADA(32) were assembled to form the hydrogel framework melittin-RADA(32)(MR). Then, whole tumor cell lysate and immune adjuvant CpG-ODN were loaded into MR to develop an injectable and cytotoxic hydrogel MCL. MCL showed excellent ability for sustained drug release, to activate dendritic cells and directly kill melanoma cells in vitro. In vivo, MCL not only exerted direct antitumor activity, but also had robust immune initiation effects including the activation of dendritic cells in draining lymph nodes and the infiltration of cytotoxic T lymphocytes (CTLs) in tumor microenvironment. In addition, MCL can efficiently inhibit melanoma growth in B16-F10 tumor bearing mice, which suggested that MCL is a potential cancer vaccine strategy for melanoma treatment."
Investigating the change in gene expression profile of blood mononuclear cells post-laparoscopic sleeve gastrectomy in Chinese obese patients.,Frontiers in endocrinology,2023,36998473,"BACKGROUND: Laparoscopic sleeve gastrectomy (LSG) is a sustainable technique that effectively treats morbid obesity. However, the molecular mechanisms underlying the improvement of metabolic health following this process warrants more investigation. This study investigates LSG-related molecules and uses bulk RNA-sequencing high-throughput analysis to unravel their regulatory mechanisms. METHODS: Peripheral blood mononuclear cells (PBMC) were collected from ten obese patients with BMI >/= 32.5 kg/m(2) in the Department of General Surgery of Kunming First People's Hospital. After LSG, patients were followed up for one month, and blood samples were retaken. Blood samples from ten patients before and after LSG and bulk RNA-Seq data were analyzed in this study. LSG-associated gene expression was detected by weighted gene coexpression network analysis (WGCNA) and differential analysis. Subsequently, essential signature genes were identified using logistic least absolute shrinkage and selection operator (LASSO) and support vector machine-recursive feature elimination (SVM-RFE) algorithms. Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG), and single-sample gene set enrichment analysis (ssGSEA) were utilized to reveal the potential functions of the target genes. Furthermore, the Pearson correlation of signature genes with leptin and lipocalin was also explored. Finally, we constructed a robust endogenous RNA (ceRNA) network based on miRWalk and starBase databases. RESULTS: We identified 18 overlapping genes from 91 hub genes, and 165 differentially expressed mRNAs (DE-mRNA), which were revealed to be significantly associated with immune cells, immune response, inflammatory response, lipid storage, and localization upon functional enrichment analysis. Three signature genes, IRF1, NFKBIA, and YRDC, were identified from the 18 overlapping genes by LASSO and SVM-REF algorithms. The logistic regression model based on the three signature genes highlighted how robustly they discriminated between samples. ssGSEA indicated these genes to be involved in lipid metabolism and degradation pathways. Moreover, leptin levels were significantly reduced in patients undergoing LSG, and NFKBIA significantly negatively correlated with leptin. Finally, we identified how the long non-coding RNA (lncRNA) ATP2B1-AS1 regulated the expression of the signature genes by competitively binding to six microRNAs (miRNAs), which were hsa-miR-6509-5p, hsa-miR-330-5P, hsa-miR-154-5P, hsa-miR-145-5P, hsa-miR4726-5P and hsa-miR-134-5P. CONCLUSION: This study identified three critical regulatory genes significantly differentiated between patients before and after LSG treatment and highlighted their potentially crucial role after bariatric surgery. This provides novel insights to increase our understanding of the underlying mechanisms of weight loss and associated metabolic improvement after bariatric surgery."
Image sharpening algorithms improve clarity of surgical field during 3D heads-up surgery.,International journal of retina and vitreous,2023 Mar 30,36998005,"BACKGROUND: Image-sharpening algorithms with color adjustments enable real-time processing of the surgical field with a delay of 4 msec for heads-up surgery using digital three-dimensional displays. The aim of this study was to investigate the usefulness of the algorithms with the Artevo 800((R)) digital microscope. METHODS: Seven vitreoretinal surgeons evaluated the effects of image-sharpening processing on the clarity of the surgical field with the Artevo 800((R)) system that is used for cataract and vitreous surgeries. The scorings were made on a 10-point scale for anterior capsulotomy, phacoemulsification, cortex aspiration, core vitrectomy, and peeling of an epiretinal membrane or an internal limiting membrane. In addition, the images during the internal limiting membrane peeling were processed with or without color adjustments. We also evaluated the skewness (asymmetry in the distribution of the pixels) and kurtosis (sharpness in the distribution of the pixel) of the images to evaluate the contrast with each intensity of image-sharpening. RESULTS: Our results showed that the mean visibility score increased significantly from 4.9 +/- 0.5 at 0% (original image) to 6.6 +/- 0.5 at 25% intensity of the image-sharpening algorithm (P < 0.01). The visibility scores of the internal limiting membrane increased significantly from 0% (6.8 +/- 0.3, no color adjustments) to 50% after the color adjustments (7.4 +/- 0.4, P = 0.012). The mean skewness decreased significantly from 0.83 +/- 2.02 at 0% (original source) to 0.55 +/- 1.36 at 25% intensity of the image-sharpening algorithm (P = 0.01). The mean kurtosis decreased significantly from 0.93 +/- 2.14 at 0% (original image) to 0.60 +/- 1.44 at 25% intensity of the image-sharpening algorithm (P = 0.02). CONCLUSIONS: We conclude that the image-sharpening algorithms can improve the clarity of the surgical field during 3D heads-up surgery by decreasing the skewness and kurtosis. TRIAL REGISTRATION: This was a prospective clinical study performed at a single academic institution, and the procedures used were approved by the Institutional Review Committee of the Kyorin University School of Medicine (reference number, 1904). The procedures also conformed to the tenets of the Declaration of Helsinki."
Release of frustration drives corneal amyloid disaggregation by brain chaperone.,Communications biology,2023 Mar 30,36997596,"TGFBI-related corneal dystrophy (CD) is characterized by the accumulation of insoluble protein deposits in the corneal tissues, eventually leading to progressive corneal opacity. Here we show that ATP-independent amyloid-beta chaperone L-PGDS can effectively disaggregate corneal amyloids in surgically excised human cornea of TGFBI-CD patients and release trapped amyloid hallmark proteins. Since the mechanism of amyloid disassembly by ATP-independent chaperones is unknown, we reconstructed atomic models of the amyloids self-assembled from TGFBIp-derived peptides and their complex with L-PGDS using cryo-EM and NMR. We show that L-PGDS specifically recognizes structurally frustrated regions in the amyloids and releases those frustrations. The released free energy increases the chaperone's binding affinity to amyloids, resulting in local restructuring and breakage of amyloids to protofibrils. Our mechanistic model provides insights into the alternative source of energy utilized by ATP-independent disaggregases and highlights the possibility of using these chaperones as treatment strategies for different types of amyloid-related diseases."
Interferon-alpha2a induces CD4(+) T cell apoptosis and suppresses Th1/Th17 responses via upregulating IRF1-mediated PDL1 expression in dendritic cells from Behcet's uveitis.,"Clinical immunology (Orlando, Fla.)",2023 Mar 29,36997038,"Recombinant interferon-alpha2a (IFNalpha2a) has been widely used in the treatment of Behcet's uveitis (BU). However, the mechanism underlying its effects remains poorly understood. In this study, we investigated its effect on dendritic cells (DCs) and CD4(+) T cells, which are essential for the development of BU. Our results showed that the expression of PDL1 and IRF1 was significantly decreased in DCs from active BU patients, and IFNalpha2a could significantly upregulate PDL1 expression in an IRF1-dependent manner. IFNalpha2a-treated DCs induced CD4(+) T cells apoptosis and inhibited the Th1/Th17 immune response in association with reduced secretion of IFN-gamma and IL-17. We also found that IFNalpha2a promoted Th1 cell differentiation and IL-10 secretion by CD4(+) T cells. Finally, a comparison of patients before and after IFNalpha2a therapy revealed that the frequencies of Th1/Th17 cells significantly decreased in association with remission of uveitis after IFNalpha2a therapy. Collectively, these results show that IFNalpha2a could exert its effects by modulating the function of DCs and CD4(+) T cells in BU."
Bi-allelic variants in the ESAM tight-junction gene cause a neurodevelopmental disorder associated with fetal intracranial hemorrhage.,American journal of human genetics,2023 Mar 26,36996813,"The blood-brain barrier (BBB) is an essential gatekeeper for the central nervous system and incidence of neurodevelopmental disorders (NDDs) is higher in infants with a history of intracerebral hemorrhage (ICH). We discovered a rare disease trait in thirteen individuals, including four fetuses, from eight unrelated families associated with homozygous loss-of-function variant alleles of ESAM which encodes an endothelial cell adhesion molecule. The c.115del (p.Arg39Glyfs( *)33) variant, identified in six individuals from four independent families of Southeastern Anatolia, severely impaired the in vitro tubulogenic process of endothelial colony-forming cells, recapitulating previous evidence in null mice, and caused lack of ESAM expression in the capillary endothelial cells of damaged brain. Affected individuals with bi-allelic ESAM variants showed profound global developmental delay/unspecified intellectual disability, epilepsy, absent or severely delayed speech, varying degrees of spasticity, ventriculomegaly, and ICH/cerebral calcifications, the latter being also observed in the fetuses. Phenotypic traits observed in individuals with bi-allelic ESAM variants overlap very closely with other known conditions characterized by endothelial dysfunction due to mutation of genes encoding tight junction molecules. Our findings emphasize the role of brain endothelial dysfunction in NDDs and contribute to the expansion of an emerging group of diseases that we propose to rename as ""tightjunctionopathies."""
How has medical student learning changed with the pivot to online delivery of ophthalmology in the pandemic?,PloS one,2023,36996136,"PURPOSE: This study aimed to measure stakeholder satisfaction with our usual delivery format, which previously relied on a blend of didactic lectures and clinical skills sessions compared to a revised format, which had more emphasis on online learning. We hypothesised that the online flipped classroom (OFC) would facilitate delivery of content in the wake of the pandemic, and result in improved levels of student satisfaction and knowledge gain. DESIGN: Non randomised intervention study. Group 1 = Traditional delivery (TD) and Group 2 = OFC group. METHODS: A validated course evaluation questionnaire (CEQ) compared perspectives of teaching faculty (n = 5) and students with the traditional delivery (TD) of the 4th year ophthalmology clinical attachment and an OFC approach (TD n = 129 v OFC n = 114). RESULTS: The OFC group (n = 114; response rate = 24.6%) reported significantly reduced satisfaction with staff motivation of students and provision of feedback, compared to TD (n = 129; response rate = 17.8%). OFC students also felt it was harder to determine what standard of work was expected and found the course less beneficial at helping develop problem-solving skills. Students were dissatisfied with the level of choice afforded by the OFC, specifically how they would learn and assessment options. No significant difference in exam score was observed between the TD and OFC groups. For faculty (n = 5), there was no evidence of a difference between OFC and TD. CONCLUSIONS: Students indicated a preference for the TD compared to the OFC approach. However, both delivery approaches led to comparable student performances as determined by MCQ examination."
Educational attainment and trajectories at key stages of schooling for children with amblyopia compared to those without eye conditions: Findings from the Millennium Cohort Study.,PloS one,2023,36996127,"BACKGROUND: Amblyopia is a neurodevelopmental condition resulting in reduced vision for which whole population child vision screening is undertaken. Cross-sectional studies have established an association between amblyopia and lower academic self-concept, slower reading speed. No difference has been found in educational performance in adolescence whilst there are mixed associations with educational attainment in adults. Educational trajectories and intentions have not been studied previously. We analyse if those treated for amblyopia have different educational performance and trajectories for core subjects during statutory schooling, or subsequent higher education (university) intentions than their peers without eye conditions. METHODS AND FINDINGS: Data from the Millennium Cohort Study of children born in the United Kingdom in 2000-01 and followed-up to age 17 years (n = 9989). Using a validated approach drawing on parental self-report on eye conditions and treatment coded by clinical reviewers, participants were grouped into mutually exclusive categories: no eye conditions, strabismus alone, refractive amblyopia, strabismic/mixed (refractive plus strabismic) amblyopia. The outcomes were levels and trajectories of passing English, Maths, Science at ages 7-16 years, passing national exams at age 16, and intentions at ages 14-17 to pursue higher (university) education. Adjusted analyses showed that amblyopia status was not associated with performance in English, Maths, and Science at any key stage, attainment in national exams, or intending to go to university. Similarly, the age-related trajectories of performance in core subjects and higher education intentions did not differ between the groups. There were no significant differences in main reason for having or not having university intentions. CONCLUSIONS: We found no associations between a history of amblyopia and either adverse performance or age-related attainment trajectories in core subjects during key stages of statutory schooling as well as the absence of an association with intentions for higher education. These results should be reassuring to affected children and young people, and their families, teachers and physicians."
Botulinum toxin A for the treatment of strabismus in children with neurological impairment.,Arquivos brasileiros de oftalmologia,2023 Mar 24,36995810,"PURPOSES: To assess the efficacy of botulinum toxin A injection in the treatment of strabismus in patients with neurological impairment and evaluate the factors associated with treatment success. METHODS: The study included 50 patients with strabismus and neurological impairment. In all children, botulinum toxin injection was performed into the appropriate extraocular muscle. The relationship between demographic features, clinical characteristics, and treatment success were analyzed. RESULTS: In the study group, 34 patients had esotropia, and 16 patients had exotropia. As neurological problems, 36 patients had cerebral palsy, and 14 had hydrocephalus. The average follow-up period was 15.3 +/- 7.3 months. The mean number of injections was 1.4 +/- 0.6. The mean angle of deviation was 42.5 +/- 13.2 PD before the treatment, which decreased to 12.8 +/- 11.9 PD after the treatment. Successful motor alignment (orthotropia within 10 PD) was achieved in 60% of the patients. Binary logistic regression analysis revealed that esotropic misalignment and shorter duration of strabismus was significantly associated with treatment success in the study group. Patients with esotropia and lower angles of misalignment were more likely to be treated with a single injection. CONCLUSION: The use of botulinum toxin A for the treatment of strabismus in children with neurological impairment is a good alternative to conventional surgical therapy with a lower risk of overcorrection. The treatment outcome is better in esodeviations and shorter duration of strabismus, implying an advantage of early treatment."
Epidemiologic Pattern and Injury Mechanism of Intimate Partner Violence-Related Ocular Trauma in the US.,JAMA ophthalmology,2023 Mar 30,36995733,"IMPORTANCE: Intimate partner violence (IPV) is an important cause of death and disability worldwide. The literature estimates that 45% of IPV injuries involve the eyes. Many medical fields have increased IPV-related research; however, ophthalmology IPV research remains rare. OBJECTIVE: To evaluate the epidemiologic pattern and injury mechanism of IPV related to ocular trauma. DESIGN, SETTING, AND PARTICIPANTS: This study was a retrospective cross-sectional analysis with deidentified data using the International Statistical Classification of Diseases and Related Health Problems, Tenth Revision, Clinical Modification (ICD-10-CM) codes from the National Trauma Data Bank (NTDB), which is a data set collected by the American College of Surgeons. The NTDB is the largest US hospitalized trauma case database with submissions from more than 900 US facilities. Included in this analysis were the IPV-related ocular injuries of patients hospitalized between 2017 and 2019. Study data were analyzed from April 20 to October 15, 2022. EXPOSURES: IPV-related ocular injuries. MAIN OUTCOMES AND MEASURES: Ocular injuries and adult IPV trauma survivors were identified with the ICD-10-CM codes. The following demographic data were collected: sex, age, race and ethnicity, health insurance plan, substance misuse screening results, trauma level of hospital, the emergency department disposition, the total Glasgow Coma Scale score, the abbreviated injury scale, and caregiver at discharge. RESULTS: A total of 2598 of the recorded ocular injuries were associated with IPV. Patients had a mean (SD) age of 45.2 (18.4) years, and 1618 were female (62.3%). Most patients in the population sample (1195 [46.0%]) were aged 18 to 39 years. The race and ethnicity distribution was as follows: 629 Black (24.2%), 296 Hispanic (11.4%), 1358 White (52.3%), 229 other (8.8%), and 86 missing (3.3%). Insurance statuses were Medicaid (847 [32.6%]), Medicare (524 [20.2%]), private insurance (524 [20.2%]), and self-pay (488 [18.8%]). Women had greater odds of testing positive during alcohol screening (odds ratio [OR], 1.42; 95% CI, 1.21-1.67; P < .001). Black patients were most likely to have Medicaid (OR, 1.64; 95% CI, 1.35-1.99; P < .001), Hispanic patients were most likely to self-pay (OR, 1.96, 95% CI, 1.48-2.58; P < .001), and White patients were most likely to use Medicare (OR, 2.94, 95% CI, 2.33-3.73; P < .001). CONCLUSIONS AND RELEVANCE: Social determinants of health were identified as key risk factors for IPV-related ocular injuries. Study findings highlight identifiable risk factors associated with IPV and ocular trauma that can contribute to IPV awareness among ophthalmologists."
"Association of variants in the ATXN2 (rs7137828), FOXC1 (rs2745572) and TXNRD2 (rs35934224) genes as risk factors for primary open-angle glaucoma development in a Brazilian cohort.",Ophthalmic genetics,2023 Mar 30,36994723,"BACKGROUND: Primary open-angle glaucoma (POAG), the world's main cause of irreversible blindness, is an asymptomatic and neurodegenerative disease of multifactorial etiology with ethnic and geographic disparities. Multiethnic genome-wide association studies (GWAS) identified single nucleotide variants (SNVs) in ATXN2, FOXC1, and TXNRD2 loci as risk factors for POAG pathophysiology and/or endophenotypes. The aim of this case-control study was to investigate the association of the variants rs7137828 (ATXN2), rs2745572 (FOXC1), and rs35934224 (TXNRD2), as risk factors for POAG development, additionally to rs7137828 association with glaucoma clinical parameters in a Brazilian cohort from the Southeast and South regions. METHODS: This investigation comprised 506 cases and 501 controls. Variants rs2745572 and rs35934224 were genotyped through TaqMan(R) assays and validated by Sanger sequencing. Variant rs7137828 was genotyped exclusively by Sanger sequencing. RESULTS: The primary research outcome revealed that the variant rs7137828 (ATXN2) was associated with an increased risk for the development of POAG in the presence of the TT genotype compared to the CC genotype (p = 0.006; Odds Ratio [OR] = 1.717; Confidence Interval [CI] 95% = 1.169-2.535). There was no significant association of rs2745572 and rs35934224 genotypes with POAG. The CT genotype of the rs7137828 was associated with the vertical cup-to-disk ratio (VCDR) (p = .023) but not with the age at diagnosis or the mean deviation. CONCLUSION: Our data indicate the rs7137828 associated with increased risk for the development of POAG and VCDR in a Brazilian cohort. If validated in additional populations, these findings may enable the development of relevant strategies for early diagnosis of glaucoma in the future."
Trends of rhino-orbito-cerebral mucormycosis in COVID-19 patients: An observational study.,Journal of family medicine and primary care,2022 Dec,36994064,"BACKGROUND AND AIM: Mucormycosis is a potentially lethal but rare fungal infection that is rapidly progressive. Rhino-orbito-cerebral mucormycosis (ROCM) was the predominant presentation of COVID-19-associated mucormycosis (CAM). Hence, the present study aimed to assess the oral manifestations in CAM patients admitted to the Indira Gandhi Institute of Medical Sciences-A Tertiary Health Care Center. MATERIALS AND METHODS: This study was conducted on hospitalized patients admitted to our tertiary health care center during the second wave of the COVID-19 pandemic. A total of 54 patients were included in the study and were further evaluated for oral manifestations. Detailed history, clinical examination, and surgical exploration was done for all the subjects. All cases were confirmed by MRI and histopathology. RESULTS: Data collected was subjected to descriptive and inferential statistical analyses. Patients with oral manifestations were mostly in the age range of </=50 years which was 56.7% (n = 17). Male patients 56.7% were affected more as compared to female patients and most of the patients in our study were from rural areas 56.7%. RBS [Mean +/- standard deviation (SD)] was 304.60 +/- 100.073. On intra-oral examination 96.7% had a gingival and palatal abscess, 63.3% had tooth mobility, and palatal ulcer/perforation was seen among 56.7% of the patients. CONCLUSION: The second wave of the COVID-19 pandemic had also created an alarming situation in India and worldwide. Mucormycosis had come as a sudden storm which has created an emergency situation in our hospital and for dental practitioners also. This was also an alarming situation for a dental practitioner for evaluating early signs and symptoms, especially in high-risk patients and decreasing mortality."
Functional Peptide-Loaded Gelatin Nanoparticles as Eyedrops for Cornea Neovascularization Treatment.,International journal of nanomedicine,2023,36992821,"BACKGROUND: Corneal neovascularization (NV) is a process of abnormal vessel growth into the transparent cornea from the limbus and can disturb the light passing through the cornea, resulting in vision loss or even blindness. The use of nanomedicine as an effective therapeutic formulation in ophthalmology has led to higher drug bioavailability and a slow drug release rate. In this research, we designed and explored the feasibility of a new nanomedicine, gp91 ds-tat (gp91) peptide-encapsulated gelatin nanoparticles (GNP-gp91), for inhibiting corneal angiogenesis. METHODS: GNP-gp91 were prepared by a two-step desolvation method. The characterization and cytocompatibility of GNP-gp91 were analyzed. The inhibition effect of GNP-gp91 on HUVEC cell migration and tube formation was observed by an inverted microscope. The drug retention test in mouse cornea was observed by in vivo imaging system, fluorescence microscope, and DAPI/TAMRA staining. Finally, the therapeutic efficacy and evaluation of neovascularization-related factors were conducted through the in vivo corneal NV mice model via topical delivery. RESULTS: The prepared GNP-gp91 had a nano-scale diameter (550.6 nm) with positive charge (21.7 mV) slow-release behavior (25%, 240hr). In vitro test revealed that GNP-gp91 enhanced the inhibition of cell migration and tube formation capacity via higher internalization of HUVEC. Topical administration (eyedrops) of the GNP-gp91 significantly prolongs the retention time (46%, 20 min) in the mouse cornea. In chemically burned corneal neovascularization models, corneal vessel area with a significant reduction in GNP-gp91 group (7.89%) was revealed when compared with PBS (33.99%) and gp91 (19.67%) treated groups via every two days dosing. Moreover, GNP-gp91 significantly reduced the concentration of Nox2, VEGF and MMP9 in NV's cornea. CONCLUSION: The nanomedicine, GNP-gp91, was successfully synthesized for ophthalmological application. These data suggest that GNP-gp91 contained eyedrops that not only have a longer retention time on the cornea but also can treat mice corneal NV effectively delivered in a low dosing frequency, GNP-gp91 eyedrops provides an alternative strategy for clinical ocular disease treatment in the culture."
